[12,11,21,13,14,34,88,34,84,91,16,98,53,71,7,10,68,90,38,98,15,96,20,61,49,10,92,73,60,68,25,47,26,26,37,45,49,32,62,36,11,71,25,52,71,50,78,46,10,94,58,23,98,18,84,68,41,34,98,35,95,91,43,71,1,43,30,47,50,48,62,21,4,64,21,66,36,24,44,24,36,90,49,79,86,32,52,41,5,96,52,12,35,41,29,19,98,28,59,18]
[30,38,19,19,26,26,33,89,99,75,84,53,36,23,58,92,53,10,87,86,72,4,94,12,54,86,98,47,60,45,38,72,62,83,45,83,57,74,28,9,10,27,86,5,14,52,47,95,25,3,30,39,79,23,56,61,17,8,49,82,15,67,50,51,50,68,98,1,73,37,7,21,5,92,68,96,6,40,52,44,34,64,6,71,69,10,20,13,79,92,35,2,45,38,57,89,50,36,58,64]
[46,25,33,41,26,69,3,74,63,71,86,85,94,56,59,6,69,97,78,71,91,75,92,59,58,62,15,54,34,19,58,81,99,35,7,21,16,94,86,51,74,89,53,92,35,56,18,94,80,95,10,47,27,40,14,60,59,78,80,3,62,22,9,16,57,27,18,30,2,28,37,94,14,73,92,47,95,70,42,73,57,82,3,29,14,0,59,86,4,12,55,83,18,36,43,80,51,73,83,47]
[54,26,17,12,44,53,97,32,73,2,95,99,33,48,42,45,19,6,58,41,8,99,17,90,94,38,8,50,61,61,89,67,87,77,97,89,40,48,2,94,80,7,46,70,76,23,71,84,84,26,76,53,32,82,78,28,26,99,33,98,65,51,98,72,93,68,53,76,5,73,76,9,30,77,74,8,9,61,34,32,92,85,32,29,99,87,70,17,31,15,37,55,16,43,7,86,95,15,85,78]
[18,39,71,1,52,75,90,31,20,99,71,54,53,50,96,10,25,83,13,46,56,11,4,21,15,90,55,44,96,66,22,95,63,85,96,30,92,17,84,48,88,59,73,5,73,46,19,21,85,54,93,92,59,85,63,68,46,30,44,2,48,13,34,14,3,26,31,10,79,26,92,22,11,4,26,46,54,33,32,77,58,91,24,95,31,85,29,78,42,92,66,97,66,53,86,80,46,8,48,45]
[38,75,97,60,56,23,11,58,33,70,74,59,42,1,8,47,27,23,41,35,95,88,90,95,96,16,40,55,72,8,96,53,87,68,88,30,1,72,13,11,76,73,64,58,3,86,72,74,31,97,11,64,27,4,5,96,43,33,45,72,57,67,10,75,19,26,69,26,41,3,34,37,60,29,30,6,9,68,53,44,84,41,65,37,29,53,61,68,72,82,88,55,1,84,42,90,71,9,94,50]
[62,18,2,5,56,7,48,65,41,10,62,80,55,67,88,40,17,67,79,29,52,23,17,48,81,44,61,13,58,13,93,33,31,1,10,2,13,12,37,5,41,56,35,31,8,41,40,8,79,14,13,4,27,8,48,47,99,22,5,93,69,62,27,51,56,94,65,77,86,66,99,33,79,91,96,37,2,34,89,49,16,59,46,20,72,96,41,57,32,86,9,93,23,24,27,72,24,56,75,66]
[72,86,40,81,85,54,58,17,89,90,23,7,54,58,83,95,3,97,43,9,53,85,42,10,5,54,19,37,61,52,73,37,54,20,20,10,28,78,92,28,30,28,17,67,30,22,54,2,18,69,7,2,68,58,90,76,74,78,65,0,58,40,26,89,93,36,69,54,17,66,83,58,5,26,92,95,21,31,38,68,42,97,37,18,95,2,96,91,51,14,98,67,51,16,18,42,37,29,1,91]
[94,66,25,26,17,94,12,25,1,49,59,46,9,86,53,9,28,0,52,6,68,24,46,49,96,66,41,70,17,77,53,19,13,47,44,25,23,41,81,80,23,97,26,76,27,82,87,41,13,61,46,77,92,86,12,86,93,1,84,75,65,7,81,36,29,16,99,82,46,27,34,88,32,19,45,21,7,94,10,91,4,63,67,82,43,41,14,82,30,90,2,9,82,10,73,29,1,46,67,83]
[86,79,14,43,22,77,53,23,73,7,41,66,1,82,39,90,42,43,59,93,80,43,37,71,18,84,55,26,73,22,69,54,57,63,52,51,55,32,81,40,52,86,77,30,62,14,2,74,91,86,45,4,71,32,0,9,8,12,24,96,74,97,95,9,9,77,87,62,14,24,23,72,82,23,16,54,42,55,96,53,32,80,99,24,43,3,18,11,18,32,33,20,96,20,86,13,92,36,8,49]
[20,31,91,49,66,51,80,71,95,28,41,3,81,81,0,51,60,28,53,33,58,12,66,39,19,85,42,54,29,73,46,24,88,34,48,81,62,37,59,61,90,42,13,45,95,50,0,43,97,82,78,75,83,5,84,56,48,46,74,93,87,71,90,42,95,38,52,35,45,26,33,7,30,94,51,77,20,42,52,60,11,99,72,38,29,14,34,40,83,89,36,80,12,14,78,96,57,89,73,71]
[82,40,49,75,17,2,50,3,8,76,41,1,43,91,93,7,80,91,61,95,28,26,22,40,57,12,47,25,73,77,46,61,75,52,49,3,83,79,66,77,36,59,13,21,70,3,0,5,63,49,18,16,67,93,13,4,91,55,17,67,42,36,25,27,83,20,32,7,12,20,70,1,37,3,22,28,14,14,32,29,74,9,32,79,20,93,61,36,72,1,45,16,62,65,86,58,31,54,10,21]
[94,24,92,22,95,69,10,75,59,83,76,64,76,41,14,2,91,10,91,56,67,44,34,4,5,37,6,21,55,4,62,83,35,23,70,53,81,25,22,39,93,87,44,77,18,75,18,3,68,9,30,83,89,38,30,45,63,3,59,5,26,12,98,4,41,70,63,37,3,94,42,83,40,48,8,29,15,45,22,57,39,45,98,18,17,60,75,72,29,76,43,70,61,16,8,40,18,97,3,27]
[14,78,45,59,29,61,9,80,65,53,99,24,4,15,71,28,8,38,26,78,13,95,38,76,95,9,37,64,48,42,95,71,22,0,57,31,42,27,26,49,44,92,69,45,59,70,54,99,49,56,6,54,68,36,31,14,72,48,61,50,45,43,14,33,18,59,88,40,44,73,60,77,17,30,12,34,92,34,42,28,73,58,33,24,98,48,82,25,86,55,11,48,43,88,32,20,87,81,66,52]
[84,12,58,96,65,18,35,80,98,61,81,93,22,12,96,23,18,80,81,70,2,32,89,89,35,93,88,12,67,30,10,97,68,88,65,3,12,85,42,4,27,27,48,38,63,88,11,17,69,27,46,23,44,78,32,72,98,88,17,13,95,95,13,37,3,60,92,84,49,10,13,56,66,20,5,44,88,70,51,64,11,12,93,95,26,51,66,57,90,29,35,6,85,60,77,12,94,14,92,1]
[80,45,24,21,92,47,9,86,32,63,18,81,49,17,18,42,95,59,31,2,73,28,1,57,32,53,77,35,35,71,23,38,47,94,94,31,76,45,17,76,80,60,67,37,75,35,48,92,10,54,40,40,92,23,10,57,87,78,81,54,80,20,46,7,82,22,21,11,58,18,31,2,7,18,95,53,65,89,58,7,29,66,8,10,55,2,75,19,60,22,14,71,64,7,51,81,11,19,83,61]
