44,21,81,97,83,32,40,79,29,23,96,47,67,58,51,39,46,23,60,59,52,49,25,51,14,87,64,43,3,43,76,93,99,11,8,72,31,19,30,31,32,76,82,73,43,65,22,57,59,29,42,3,3,70,33,14,27,82,82,28,38,79,89,23,59,13,22,22,36,16,29,41,9,90,1,42,46,36,19,14,55,33,94,3,4,88,83,60,41,92,7,98,74,78,34,90,28,59,85,30
91,36,72,48,48,70,17,95,79,63,25,68,70,87,0,12,94,11,37,1,38,6,48,74,65,70,67,17,2,74,16,76,88,86,57,53,44,15,67,63,98,6,21,77,24,27,41,98,23,23,89,45,31,67,0,76,22,88,56,73,9,61,71,46,86,96,82,30,51,6,58,84,21,8,11,92,49,30,48,48,99,88,8,17,5,28,55,84,39,52,84,36,53,93,91,86,94,41,48,33
48,94,98,63,61,11,59,21,41,84,57,63,87,9,70,60,34,4,9,49,52,58,60,36,78,33,91,77,71,40,99,88,55,99,28,51,33,69,25,28,44,52,57,78,91,24,19,21,96,44,31,44,30,70,56,35,12,46,7,38,82,11,30,77,80,6,95,66,66,80,48,33,30,66,59,35,50,63,6,54,73,79,96,20,29,72,76,39,11,95,64,90,14,96,95,67,23,66,35,77
31,10,93,0,27,66,3,71,84,56,72,6,27,29,73,22,56,88,76,39,63,52,0,65,60,33,92,62,40,7,41,51,6,60,68,38,44,69,21,21,67,33,45,26,61,19,68,6,24,77,19,47,93,50,70,14,4,68,46,23,32,46,31,38,83,22,81,30,35,63,70,83,28,95,81,56,90,84,47,80,24,37,54,4,95,72,39,18,25,6,56,48,85,99,15,23,63,40,7,16
69,55,85,34,29,2,32,6,60,17,85,43,5,54,61,28,42,70,40,49,63,47,0,67,36,56,13,85,53,6,91,80,31,45,70,26,54,54,93,34,62,49,59,92,90,73,39,97,95,81,38,70,91,59,24,63,1,52,7,10,98,63,25,14,35,78,74,74,34,87,93,38,67,88,27,78,20,11,38,10,12,49,57,2,93,90,85,28,56,92,59,99,2,89,89,50,70,1,16,74
34,89,96,37,49,79,79,46,38,94,76,39,42,40,91,73,72,79,23,34,2,42,4,55,52,79,35,29,49,82,32,24,82,59,50,60,51,21,39,44,77,83,34,56,42,57,62,26,0,92,1,13,21,54,59,95,81,80,30,54,46,82,6,54,48,83,66,93,29,19,37,87,16,22,8,9,78,97,61,26,42,47,61,46,22,6,75,3,64,18,39,12,87,8,19,25,71,28,25,26
66,32,75,53,24,43,21,6,76,18,80,17,26,94,1,43,26,13,20,2,69,59,62,30,78,41,86,32,33,25,55,41,72,8,20,83,80,9,63,16,22,40,40,18,43,3,14,46,83,52,86,61,94,28,27,69,89,16,67,32,30,79,20,28,54,12,1,72,21,38,64,70,46,49,12,34,94,31,11,98,50,29,73,40,48,65,26,86,74,30,6,69,11,82,56,18,52,91,48,46
67,76,69,76,22,12,12,9,58,39,2,71,76,80,22,3,18,78,46,77,87,22,0,67,76,87,14,55,90,50,23,45,93,17,85,90,72,6,68,74,8,69,37,21,51,35,8,73,45,47,24,63,50,20,52,93,68,28,15,47,96,88,38,31,55,99,78,0,39,93,37,54,55,54,45,41,37,29,60,6,72,56,68,83,69,37,27,11,27,82,7,23,10,53,27,58,70,40,46,66
2,45,2,64,88,22,54,89,93,71,0,68,52,37,61,81,23,32,79,27,18,48,82,6,64,26,8,26,10,38,46,9,19,48,35,65,86,20,19,47,14,71,62,1,80,5,41,33,31,81,18,67,37,72,43,11,34,98,68,21,82,34,90,36,49,45,13,13,30,10,86,98,14,61,22,69,38,78,90,27,43,13,23,35,87,9,36,40,85,42,80,21,35,24,89,38,67,73,58,4
48,11,93,26,75,28,98,54,18,2,77,40,78,52,83,33,33,54,79,72,63,73,26,62,4,28,41,33,7,2,49,29,31,18,37,43,3,56,44,34,89,63,2,94,16,8,9,75,66,21,60,60,1,95,32,34,74,26,40,33,36,20,39,17,59,37,2,85,77,98,43,57,63,11,24,47,33,7,81,41,67,56,33,90,23,9,45,35,32,89,83,44,10,18,90,39,5,62,23,41
