[38,99,6,44,30,25,8,54,51,9,64,86,27,87,11,84,16,65,88,78,5,48,9,37,22,88,56,34,83,30,4,71,60,14,23,68,47,29,84,80,10,83,46,41,51,22,27,57,55,37,3,54,75,16,57,61,72,18,0,90,21,27,0,4,10,27,77,93,4,2,53,89,23,37,73,92,61,79,92,90,8,60,76,32,80,99,31,24,13,12,15,94,20,45,20,42,32,2,18,13]
[82,15,10,89,37,14,12,53,69,22,83,66,81,12,31,12,64,80,36,73,65,48,9,25,6,29,82,30,15,43,7,30,61,4,63,59,45,1,85,67,75,69,95,19,40,7,47,82,20,27,51,22,5,84,17,11,33,89,45,27,87,6,7,87,1,22,8,60,38,47,98,22,95,43,16,86,17,10,69,50,2,9,72,76,77,9,41,0,43,36,90,18,39,55,44,48,74,13,2,24]
[68,85,14,66,16,42,27,42,5,27,19,50,55,16,49,20,22,40,48,24,69,8,56,49,65,22,52,97,52,19,69,59,66,5,57,92,54,73,58,53,86,49,32,55,92,2,18,1,17,0,94,11,7,11,51,11,0,38,67,50,91,39,71,17,62,75,78,82,30,76,71,62,34,61,51,25,49,57,94,13,60,56,7,48,43,75,42,33,99,47,91,34,99,65,53,20,53,74,72,36]
[34,69,65,99,47,1,65,24,75,77,48,97,61,34,25,71,71,74,23,23,18,81,0,44,14,56,74,50,75,36,94,22,58,89,75,32,85,80,51,28,30,74,9,31,55,48,67,61,35,69,72,16,66,67,55,33,34,70,94,54,78,10,5,24,16,48,71,30,3,8,72,19,53,90,94,34,93,43,1,16,9,44,89,12,19,3,18,63,21,2,0,33,89,68,75,89,50,13,50,52]
[14,86,88,17,5,78,25,79,3,57,25,98,75,77,17,31,99,75,50,24,26,50,62,11,98,86,5,9,17,95,49,14,20,69,60,9,71,8,45,76,80,93,30,69,78,76,37,28,54,84,73,90,60,59,51,43,36,3,22,28,65,2,12,87,24,45,36,17,38,63,20,15,51,19,5,77,26,40,30,72,15,50,6,98,21,49,98,11,9,52,47,15,92,48,73,11,59,76,8,58]
[22,7,72,42,68,68,56,19,25,9,33,24,58,51,34,52,61,14,92,96,50,62,18,41,7,62,10,48,56,96,12,11,54,74,52,6,18,28,44,26,6,24,49,3,48,48,62,68,16,93,71,62,51,9,96,37,86,3,54,23,37,55,39,59,60,30,33,42,81,59,9,66,9,8,14,43,25,61,73,15,30,79,86,76,58,25,88,61,46,19,57,92,34,67,14,4,43,19,66,44]
[86,21,47,43,6,62,1,2,44,33,18,91,59,35,98,47,42,22,40,17,93,67,12,66,52,61,85,33,31,76,59,97,97,58,17,77,1,53,60,80,90,90,12,94,51,30,93,99,49,92,18,15,17,43,78,66,98,98,71,95,20,25,0,48,37,10,16,41,34,78,85,94,94,47,88,99,38,35,86,43,67,83,19,20,40,97,15,36,93,28,74,36,87,31,30,30,43,81,24,17]
[20,36,14,19,88,59,73,55,64,43,23,94,26,78,9,26,91,87,85,23,21,22,23,93,85,20,96,23,65,1,58,32,65,84,91,87,42,28,49,30,21,46,50,35,26,22,90,96,88,79,10,29,84,45,70,84,23,22,64,65,98,70,51,0,69,68,65,29,32,64,20,98,28,66,52,96,97,5,15,44,38,80,47,16,29,73,30,51,62,22,20,37,61,61,69,48,10,32,14,41]
[68,33,45,11,23,31,89,23,5,88,80,69,45,83,76,42,14,14,85,91,86,77,74,93,74,33,12,76,19,60,68,79,55,22,40,13,94,17,24,98,69,10,71,19,56,85,37,57,36,39,77,31,72,87,80,27,13,46,77,71,10,36,56,11,58,36,6,91,68,72,58,24,60,47,74,96,72,64,33,76,12,12,33,73,36,71,7,98,39,0,79,22,71,96,10,85,59,77,77,2]
[14,40,19,33,92,32,32,74,32,29,46,95,60,70,42,29,41,35,71,42,86,72,66,64,99,71,61,70,23,73,27,53,23,32,55,89,44,88,5,90,81,64,18,78,13,88,67,92,19,78,27,88,67,22,38,14,26,39,47,29,3,11,8,53,12,62,81,89,72,88,14,19,75,73,29,97,56,23,60,86,55,75,1,94,51,37,56,76,71,6,94,46,29,51,18,66,53,12,50,19]
[84,15,9,26,92,64,25,85,99,66,53,3,69,20,15,98,32,97,95,81,67,81,39,41,11,78,99,84,17,68,94,21,92,61,85,87,15,97,0,80,44,73,95,58,80,27,6,78,47,30,55,58,45,68,66,38,83,79,55,10,60,92,69,50,67,71,79,29,86,71,63,16,69,33,88,12,65,13,97,88,25,81,17,35,38,20,62,81,79,66,16,48,63,13,11,46,19,16,89,89]
[86,8,87,58,79,47,84,4,31,16,40,14,98,15,34,20,71,8,37,50,98,75,49,29,24,71,0,90,85,37,60,53,61,10,86,74,55,68,95,35,22,34,96,81,23,70,91,50,42,84,58,4,7,89,76,41,60,77,54,54,3,55,25,78,92,36,65,68,9,96,40,76,36,13,41,80,11,24,7,50,0,78,45,51,27,92,11,96,92,11,24,12,25,23,71,98,41,3,5,48]
[8,70,75,74,23,68,30,95,19,63,70,91,1,84,91,79,97,36,7,67,19,48,56,30,48,96,87,22,41,90,91,59,27,98,67,40,46,33,99,44,63,58,92,72,86,81,82,94,6,99,22,1,23,95,85,49,22,8,16,73,7,95,44,94,33,5,17,46,48,98,7,21,40,61,69,33,7,76,41,49,15,62,69,49,73,84,28,56,66,26,18,59,28,33,22,62,14,98,50,33]
[78,80,97,5,60,59,93,41,80,13,68,36,21,14,17,29,33,5,75,77,84,97,53,69,84,18,58,0,31,38,65,73,36,8,22,56,17,0,4,18,50,39,34,23,44,47,13,42,9,80,87,8,96,34,82,95,45,95,96,13,18,32,63,66,69,20,34,10,69,69,18,45,61,20,69,14,36,27,29,3,96,22,36,63,50,80,3,68,2,92,0,0,20,52,43,3,34,65,77,68]
[74,9,96,9,48,54,95,17,98,68,57,18,52,15,70,24,78,11,90,57,73,73,53,89,73,43,40,77,50,7,79,8,79,81,82,96,28,47,40,25,92,38,86,59,73,59,92,5,36,52,27,5,26,74,69,0,34,64,25,67,46,82,75,20,63,83,2,51,4,49,14,48,75,32,42,0,4,30,7,28,93,50,72,57,70,51,46,25,1,24,91,31,17,38,50,27,80,34,22,81]
[8,60,36,88,63,49,3,16,41,82,11,66,5,41,29,35,67,58,78,16,18,10,88,97,29,64,43,71,23,22,36,6,99,50,37,52,79,86,63,38,85,46,38,80,45,4,74,71,86,66,83,48,59,64,70,44,38,96,99,36,72,16,31,30,92,35,43,49,82,33,0,31,88,13,83,77,63,77,57,20,41,38,83,87,48,81,71,56,68,29,11,82,5,18,51,9,38,7,38,12]
[42,97,99,7,33,93,78,28,9,65,38,22,8,91,26,62,61,53,48,50,42,16,70,3,32,28,95,35,78,90,18,31,81,67,54,52,29,41,67,33,30,51,58,49,2,72,36,71,70,29,91,58,16,58,33,36,20,75,23,71,75,68,7,84,69,26,75,48,12,45,5,16,6,27,68,20,11,27,0,92,15,92,46,51,23,69,68,26,40,42,56,62,94,9,60,90,24,18,14,43]
[4,76,81,21,8,6,24,67,89,67,71,92,8,63,41,42,3,26,50,24,10,58,69,11,3,68,34,77,85,28,61,3,64,80,7,1,62,64,86,36,25,87,10,95,66,57,75,3,7,41,21,62,85,22,26,39,85,91,61,9,31,59,30,34,14,7,91,66,47,83,11,53,33,81,54,49,59,86,24,85,92,21,15,80,61,43,67,18,4,84,57,86,8,16,88,40,30,46,40,62]
[86,68,89,38,96,74,0,99,20,76,17,18,62,36,44,72,65,39,68,91,91,13,9,55,14,46,20,90,96,2,13,84,16,22,36,88,61,29,21,38,44,90,74,69,83,47,86,8,9,79,47,22,54,21,42,96,95,65,27,45,3,13,40,92,21,93,34,85,11,95,70,42,84,46,59,88,33,14,49,47,17,14,16,3,87,10,7,93,10,16,51,18,1,13,80,34,66,92,30,61]
[32,40,14,16,72,96,0,32,24,13,57,8,11,67,57,28,86,12,70,13,9,94,9,92,75,60,43,84,90,29,61,1,85,33,45,71,13,28,64,43,8,93,0,76,63,44,43,95,99,12,43,97,5,21,93,21,31,2,17,71,70,23,7,20,39,89,0,36,55,26,56,71,62,65,72,91,20,68,62,70,82,38,8,96,53,95,38,53,42,25,48,19,42,89,68,69,56,9,58,55]
[48,89,99,97,93,63,28,69,46,29,28,91,43,96,70,75,53,45,49,48,15,20,30,4,11,45,89,71,46,13,6,95,55,96,76,5,58,93,55,54,99,69,48,5,75,14,33,93,79,80,60,26,53,19,72,94,52,81,64,70,91,22,49,23,42,82,74,59,96,62,75,53,83,15,49,34,38,8,33,13,52,55,97,38,37,23,38,66,14,37,77,55,68,50,31,84,82,41,68,21]
[36,70,83,21,48,10,32,59,63,50,23,19,60,51,13,90,10,36,30,66,76,93,82,10,22,59,22,81,44,32,10,33,94,65,64,86,75,87,0,96,94,7,83,59,44,58,95,27,53,22,9,57,14,67,34,18,24,14,36,22,86,40,56,95,1,26,34,12,44,77,41,1,16,65,81,14,14,28,55,36,1,85,46,24,55,62,65,95,51,43,58,19,25,0,55,53,25,83,0,35]
[84,16,11,73,9,10,44,19,80,60,69,55,91,72,91,89,73,39,84,39,98,6,68,84,2,49,58,73,87,11,3,8,21,9,99,16,56,0,9,61,96,78,74,81,66,45,42,41,3,44,65,36,62,71,21,5,99,94,37,23,87,29,4,57,16,51,48,48,85,93,92,6,80,3,1,73,68,82,12,49,89,57,71,47,70,41,71,47,86,11,81,56,40,30,12,72,82,51,78,75]
[14,94,53,78,14,82,94,81,53,64,81,96,99,57,59,19,75,6,20,1,49,61,81,32,47,3,22,84,1,12,2,66,68,87,3,31,88,35,38,58,74,76,8,46,37,64,27,37,85,21,53,11,98,27,77,3,31,38,81,85,79,54,79,88,18,12,76,74,0,67,39,79,87,32,7,35,47,22,30,33,19,21,33,25,23,86,21,32,89,28,92,87,26,6,33,90,81,85,82,40]
[88,22,68,17,95,41,68,47,85,84,48,66,9,32,50,47,54,81,90,28,0,45,92,75,4,91,4,48,44,78,30,96,27,62,26,96,82,35,48,3,35,22,86,25,57,84,90,65,94,48,99,19,97,29,33,91,75,30,5,9,45,11,87,98,96,13,63,79,25,22,51,98,73,47,86,98,40,94,66,8,39,32,36,28,3,80,46,69,85,22,11,6,36,28,43,62,13,99,45,99]
[68,37,84,83,83,55,18,44,36,90,10,35,24,4,10,48,15,29,21,56,40,68,74,7,46,88,80,0,53,99,31,32,66,86,0,28,85,83,54,68,37,4,73,81,23,25,12,18,25,14,40,12,58,2,3,39,78,17,27,33,64,77,38,77,28,39,19,48,59,30,65,22,34,72,1,52,51,14,6,43,20,65,16,25,90,27,16,55,13,93,84,71,33,46,28,79,53,94,81,12]
[8,39,88,66,64,46,9,91,83,68,35,49,25,22,60,91,66,85,92,63,95,25,58,86,1,61,92,36,99,4,51,27,44,64,14,82,69,81,65,61,93,10,47,72,18,33,37,42,14,1,50,52,8,90,15,99,32,80,76,7,57,24,82,94,44,35,40,82,43,41,21,94,94,55,20,12,98,26,22,32,84,73,81,36,12,61,54,13,31,24,39,93,47,91,7,68,9,17,66,66]
[2,57,85,98,15,59,1,45,12,68,29,37,61,33,35,62,23,23,40,4,36,65,36,19,38,5,24,15,75,72,32,74,42,93,41,28,67,78,27,20,12,12,45,30,92,12,54,49,37,55,28,27,30,78,4,91,28,35,84,83,25,5,97,62,55,90,38,42,55,36,74,47,94,89,54,15,98,84,42,55,94,57,34,19,3,9,83,11,63,16,28,81,23,96,94,95,69,47,3,77]
[58,92,54,16,66,67,53,92,6,47,81,80,50,70,35,83,27,76,4,50,49,96,31,29,94,65,79,88,89,76,20,12,65,84,47,70,12,99,49,60,93,11,37,74,41,33,98,5,88,33,69,76,20,24,77,67,50,68,0,69,1,82,29,89,31,78,28,49,76,36,78,84,54,78,48,82,88,23,83,10,43,30,96,37,66,24,70,38,90,76,37,30,26,93,35,28,26,35,10,53]
[70,86,1,59,90,61,67,49,1,19,30,13,98,28,70,81,49,10,67,95,39,83,41,19,52,47,89,43,18,44,33,58,30,94,56,50,48,52,5,58,85,29,28,88,77,20,95,96,83,5,18,17,48,3,45,52,87,79,67,52,4,99,4,57,93,96,9,53,49,87,73,17,76,70,92,56,31,24,58,51,98,30,62,41,50,38,37,74,16,38,2,51,43,77,33,13,1,54,92,4]
[24,33,39,10,79,61,4,73,21,22,11,86,58,42,98,57,27,56,3,81,60,62,62,3,66,64,38,58,20,72,37,76,10,82,86,57,51,85,6,67,36,65,95,67,38,78,89,91,61,6,87,14,48,94,31,48,96,21,22,87,92,67,35,7,40,86,20,17,86,91,34,33,87,7,2,9,3,36,15,66,79,40,36,37,76,14,44,63,24,9,84,11,27,89,63,77,32,11,88,53]
[66,65,90,94,68,31,47,5,39,96,48,90,14,77,72,73,42,11,65,41,19,53,84,35,40,2,26,62,52,68,61,48,5,88,73,0,67,22,37,12,15,56,85,55,82,35,53,81,9,58,94,60,94,3,57,20,84,40,54,41,97,75,74,56,29,83,68,96,23,91,18,60,44,32,15,83,20,47,19,43,73,57,99,90,52,57,88,23,15,36,39,94,5,7,17,80,12,32,37,70]
