[26,33,82,43,63,42,1,1,5,91,41,80,78,24,68,1,3,40,82,96,3,57,13,36,87,64,15,58,59,7,65,96,11,49,61,59,61,38,86,44,46,40,36,49,28,14,43,72,62,40,30,62,64,72,73,6,43,20,20,47,29,96,27,68,78,19,34,95,18,74,38,15,2,69,79,64,35,59,13,15,10,65,74,98,6,78,98,89,45,54,30,76,65,77,35,55,24,60,2,61]
[54,31,33,44,95,13,41,36,58,89,35,46,36,2,66,49,26,67,23,30,85,45,9,9,92,14,36,40,81,54,64,75,59,93,58,45,32,89,98,54,9,18,45,98,6,39,31,35,44,7,82,19,31,6,21,94,70,39,59,95,62,92,8,73,34,32,51,8,16,32,66,90,90,4,71,22,97,5,96,19,71,66,73,94,52,52,30,94,10,12,76,24,65,99,15,68,61,84,30,7]
[4,96,55,94,33,53,58,7,30,87,6,9,33,47,34,87,23,62,98,11,69,30,56,91,26,16,58,14,96,10,54,50,43,20,48,14,37,25,12,1,69,92,65,58,83,44,30,73,80,14,44,91,15,78,85,86,59,17,51,29,93,41,42,88,74,6,52,31,99,38,7,17,53,21,73,83,55,79,59,79,71,86,84,21,57,76,26,97,75,66,59,91,66,92,45,71,22,62,88,31]
[94,83,79,81,83,13,65,72,46,53,98,63,89,20,76,60,59,83,85,20,56,81,90,67,8,16,27,63,6,77,94,51,89,70,27,11,30,6,19,54,9,16,0,55,22,40,92,77,61,28,75,14,9,82,76,19,18,52,9,11,91,68,82,29,82,37,92,11,92,5,62,9,44,65,33,63,24,96,2,37,23,46,57,9,0,8,86,78,74,66,55,51,45,85,44,95,79,24,23,65]
[52,66,96,69,98,98,57,14,77,15,64,10,50,71,26,63,56,54,21,88,84,63,21,73,26,79,95,8,33,35,27,50,8,66,28,81,96,64,80,32,50,85,78,88,57,41,15,94,73,16,84,16,31,87,85,60,81,55,64,93,30,26,50,52,19,40,19,86,29,18,17,37,44,23,66,44,13,89,16,77,23,3,35,15,8,90,90,13,90,48,34,85,38,13,14,81,17,25,28,36]
[10,74,34,2,45,97,18,78,10,43,68,13,10,10,18,40,66,35,47,14,53,15,25,38,64,7,0,76,91,12,11,50,63,3,25,25,78,61,90,6,19,27,69,96,2,66,6,4,22,48,29,29,62,19,85,54,97,58,36,65,83,9,72,49,67,77,55,32,36,77,12,47,16,33,69,56,92,6,2,95,43,27,3,8,21,32,67,89,96,32,81,12,22,25,23,40,98,95,15,57]
[16,38,93,96,59,14,5,7,47,5,46,64,78,23,10,54,4,55,84,12,90,54,26,94,93,89,46,36,63,98,46,22,98,26,27,44,96,53,6,92,26,45,90,21,78,56,2,59,60,58,82,25,74,92,41,86,31,40,94,40,58,77,17,83,12,94,46,87,99,78,79,86,95,23,75,81,48,82,39,89,50,19,70,98,89,95,42,48,4,86,65,86,76,46,27,12,91,42,32,76]
[36,47,70,61,87,79,53,17,64,19,35,18,52,31,81,24,20,10,39,33,58,96,28,14,16,5,52,1,60,38,79,24,18,39,61,2,64,11,33,37,15,61,92,41,32,26,85,23,66,43,70,90,36,33,94,51,40,94,34,95,93,67,39,63,30,89,49,19,79,46,18,9,17,50,31,62,36,90,96,46,80,40,36,77,66,89,63,57,48,88,7,72,28,45,82,4,23,86,98,22]
[26,68,69,68,55,49,59,96,85,1,45,13,94,17,74,11,43,32,58,69,34,99,2,43,42,42,65,99,66,53,99,80,6,87,42,58,9,58,76,77,76,40,88,32,96,51,44,97,81,57,60,25,10,34,66,83,62,50,77,34,42,34,94,31,91,31,13,4,47,32,21,3,86,50,38,8,78,85,47,91,24,9,42,37,28,46,56,33,97,70,7,47,21,86,94,75,82,9,79,24]
[92,76,84,41,76,84,92,38,13,37,75,76,78,12,80,39,90,17,10,81,20,14,0,70,6,25,31,96,32,76,68,41,23,82,73,3,44,88,60,28,79,97,95,69,92,88,60,65,9,69,65,2,64,95,41,48,73,1,57,93,67,22,9,46,15,96,59,48,69,58,42,47,51,90,76,68,90,91,42,69,52,62,38,84,96,36,64,77,23,80,10,52,32,23,45,95,20,34,8,24]
[92,39,0,83,61,77,75,60,46,54,98,12,81,42,82,47,3,18,50,81,66,99,63,49,84,66,18,0,6,57,86,98,24,3,67,9,37,65,71,95,64,69,92,77,65,29,39,94,73,65,95,52,45,29,31,44,13,10,50,5,94,36,37,35,14,71,50,47,36,14,84,30,85,92,71,48,4,85,63,82,52,37,58,47,59,14,54,52,11,29,50,99,22,4,91,91,54,41,51,51]
[72,81,42,64,36,59,53,57,27,25,54,78,17,14,48,13,94,27,24,10,61,1,21,92,67,3,2,53,23,38,0,44,2,21,2,82,18,26,28,52,24,2,34,47,79,48,82,98,97,40,30,45,24,67,29,98,61,92,25,78,17,13,14,30,58,59,10,48,39,76,92,93,88,38,9,33,11,95,77,18,15,64,59,22,87,87,40,72,77,89,77,30,61,24,73,17,24,86,69,62]
[86,55,99,1,28,81,82,24,40,63,80,37,22,7,63,45,7,53,11,74,73,62,9,64,15,66,12,53,45,42,36,75,0,57,51,11,50,62,73,55,28,63,82,31,57,45,79,45,72,21,58,13,35,31,93,17,2,14,37,30,27,28,37,43,24,60,90,7,76,13,3,43,55,41,30,17,60,59,6,15,44,35,20,75,81,1,29,97,95,46,54,53,87,31,63,16,18,46,94,13]
[4,95,51,31,58,39,85,90,7,97,8,39,50,67,98,98,89,56,58,59,61,60,24,25,14,60,70,40,92,16,19,81,68,99,61,20,4,31,91,37,58,30,49,9,24,12,53,56,57,87,2,48,73,13,30,42,62,22,79,16,51,74,55,63,94,33,98,54,74,27,23,92,37,62,18,44,42,96,62,59,83,38,16,28,26,77,74,56,89,65,64,15,17,8,52,52,96,94,9,28]
[84,24,51,59,88,74,38,36,1,77,0,2,13,29,45,26,17,4,18,7,61,18,0,42,6,74,27,90,84,86,46,35,73,54,33,48,63,93,5,15,57,21,62,26,33,93,75,47,93,54,83,15,44,36,84,17,90,20,56,3,84,99,21,7,65,81,86,84,18,87,68,75,45,66,23,93,70,46,13,74,39,31,25,89,24,48,46,43,51,46,75,54,99,7,47,83,57,65,61,80]
[48,51,96,54,82,4,91,41,78,32,23,96,64,81,46,6,31,43,76,93,38,44,17,25,39,46,34,63,37,45,80,88,5,31,68,92,31,92,6,2,31,30,53,70,38,73,25,82,55,64,48,70,70,46,63,30,64,33,68,42,90,49,14,19,40,99,65,25,71,72,48,61,35,94,1,56,31,71,91,37,46,89,27,96,2,74,37,64,93,56,19,60,80,37,48,11,25,5,99,30]
[30,3,71,71,70,22,8,4,77,95,40,19,82,28,42,9,80,88,64,3,89,71,73,23,2,64,0,34,28,85,17,26,49,31,74,73,21,80,83,51,13,13,31,34,73,29,82,84,22,17,20,79,35,81,63,88,37,25,53,37,35,80,1,22,99,58,64,63,71,78,9,41,16,15,94,50,61,25,63,15,9,34,12,9,86,90,14,55,82,0,11,60,28,12,35,12,9,7,80,2]
[66,20,40,43,58,63,97,9,2,97,33,85,48,41,8,85,38,55,14,74,3,38,66,72,4,10,42,6,75,20,6,13,34,43,38,51,53,63,35,20,50,37,86,77,33,99,88,69,64,10,2,61,89,74,64,84,50,65,94,72,91,20,34,17,51,83,93,47,2,76,46,62,15,8,12,6,41,2,93,93,64,13,32,35,82,5,73,65,12,1,95,2,51,20,38,38,40,42,59,27]
[84,74,89,55,86,50,75,85,19,39,44,72,63,0,91,59,73,10,43,2,45,62,12,6,79,63,61,40,13,98,89,92,22,76,76,38,86,75,75,32,10,61,24,47,28,82,81,45,52,5,52,60,46,4,4,70,7,65,31,1,79,92,99,9,2,6,8,80,0,50,39,41,40,93,9,78,16,21,60,41,6,83,43,99,74,90,6,97,76,91,76,15,98,44,20,90,59,45,32,88]
[18,76,72,96,75,36,2,80,74,26,96,50,1,62,18,83,92,93,17,96,89,78,58,94,78,17,50,26,38,11,13,59,26,14,66,69,41,46,3,48,34,72,32,62,74,75,81,70,43,92,85,78,70,60,80,36,46,35,82,77,70,95,6,50,85,76,41,45,90,53,95,5,74,15,51,49,82,91,84,3,78,34,77,8,8,31,87,48,63,51,6,53,52,29,12,50,90,49,2,47]
[98,19,21,54,94,74,93,96,15,51,27,45,58,61,52,87,11,5,9,11,42,79,95,43,44,63,92,37,46,23,37,35,49,12,41,52,57,75,46,45,87,98,56,18,71,82,83,5,55,44,84,93,46,1,13,14,30,4,92,23,24,36,37,85,87,66,12,62,23,53,18,18,20,0,65,19,92,80,58,36,57,76,8,54,24,11,3,42,14,10,50,81,5,73,39,49,64,12,9,37]
[58,17,37,31,73,39,28,92,35,42,59,74,39,30,93,37,14,3,87,47,42,66,87,8,15,21,27,41,33,6,54,6,39,4,2,22,5,55,6,56,54,40,88,31,56,74,15,42,36,3,99,91,19,3,70,51,79,46,23,87,33,97,30,81,23,23,30,61,13,54,55,55,21,62,49,24,71,53,59,41,88,50,25,19,91,59,11,72,15,53,38,19,72,25,37,20,92,29,22,27]
[78,38,45,59,41,96,18,55,51,35,3,61,3,33,99,83,42,92,58,91,41,35,62,78,71,1,75,26,33,59,81,98,87,56,30,91,3,47,31,32,58,35,79,54,71,34,8,62,71,25,42,53,87,52,50,43,13,67,12,95,82,32,71,63,1,36,3,15,69,22,65,85,13,59,17,76,81,5,13,97,38,53,57,21,91,23,79,84,7,46,63,88,74,1,21,89,19,66,24,44]
[70,89,91,13,82,6,47,43,91,74,32,62,19,17,89,19,29,13,44,4,43,33,23,42,30,62,13,3,97,5,18,24,97,66,39,90,2,54,84,76,44,8,48,89,17,75,99,32,50,72,28,40,29,46,26,47,41,1,54,87,34,30,62,17,73,85,40,14,12,69,86,63,71,81,74,56,26,98,68,29,35,52,7,1,76,13,77,45,2,36,10,58,29,3,92,43,28,14,18,93]
[40,46,1,3,60,82,72,73,17,16,86,21,48,34,78,72,16,89,11,32,7,45,5,25,78,3,42,90,90,88,31,12,78,20,91,33,1,20,66,4,24,87,83,72,13,56,49,20,91,53,27,3,42,4,74,2,88,14,44,84,53,74,90,9,96,31,69,62,6,46,58,32,32,31,0,3,15,99,28,47,80,52,35,4,55,5,36,55,3,68,8,5,75,35,19,14,85,3,57,14]
[64,28,2,90,25,17,33,91,70,91,63,16,30,30,12,89,54,52,91,23,54,59,86,24,44,98,58,92,69,96,24,50,65,40,58,53,30,25,57,98,42,82,87,13,70,35,14,68,11,24,15,79,38,90,46,5,96,23,95,91,13,25,42,1,11,45,72,58,91,27,97,42,19,10,75,75,83,54,49,31,74,21,73,66,34,20,4,32,64,91,62,83,5,44,23,14,24,48,86,5]
[74,59,65,21,92,41,20,66,42,89,28,65,88,21,12,30,66,10,80,44,54,87,57,1,15,24,34,73,19,45,7,98,88,81,39,21,73,44,62,23,43,97,24,87,28,95,74,52,93,2,11,75,27,38,72,3,48,17,12,40,36,79,62,62,36,88,4,71,35,25,22,22,50,67,81,16,62,85,15,44,34,76,28,54,28,30,73,83,78,85,1,33,89,26,77,23,64,27,62,57]
[86,99,54,69,8,27,12,1,56,55,96,57,99,16,39,85,28,15,25,44,31,75,91,12,50,1,89,97,25,16,6,12,77,68,77,98,6,89,20,14,77,90,4,15,41,59,43,51,34,97,38,50,68,25,23,95,38,64,60,18,66,90,67,66,78,97,9,50,94,5,34,75,81,42,70,84,31,22,26,87,64,38,7,80,81,71,92,8,20,42,27,84,62,10,41,8,58,74,75,95]
[98,71,86,69,2,11,27,1,69,12,56,16,46,8,3,10,48,6,96,72,83,47,55,64,3,7,92,86,57,19,39,15,56,96,80,44,65,21,27,76,27,65,62,67,1,56,11,44,68,14,29,79,92,19,80,56,7,22,29,83,9,83,33,1,42,79,85,27,92,72,34,27,1,98,67,68,93,7,75,27,84,10,67,68,94,90,82,50,29,66,39,84,61,24,48,77,43,65,32,39]
[80,82,43,46,50,98,96,6,20,28,33,35,82,25,64,5,29,44,58,80,91,7,15,32,34,52,16,37,80,28,1,93,64,83,63,93,13,73,47,33,96,43,57,32,21,25,99,65,43,72,50,19,89,21,23,12,12,6,9,89,94,57,58,90,61,75,8,30,34,18,22,80,34,32,63,61,27,36,24,99,52,51,21,59,38,11,82,96,86,63,80,31,48,4,80,54,27,0,9,61]
[40,15,9,73,94,98,85,34,55,32,58,51,80,87,89,11,30,3,92,19,49,40,79,43,95,53,77,75,90,66,2,36,8,94,10,7,24,54,45,22,74,79,63,41,11,67,52,53,14,95,32,45,47,48,97,69,47,72,37,56,19,32,96,13,61,37,55,22,52,83,2,34,3,18,13,57,37,48,25,71,34,81,15,46,30,23,42,44,23,57,46,61,16,2,1,88,20,86,45,38]
[82,58,61,77,67,30,53,8,23,40,89,25,77,55,25,90,5,2,19,9,88,27,86,6,98,57,95,3,41,78,96,4,10,50,73,84,85,9,26,61,47,59,42,68,16,86,82,13,19,20,15,67,5,84,46,23,13,76,30,8,83,81,80,50,0,59,26,95,42,24,86,84,54,24,54,68,54,22,98,16,82,70,2,23,38,74,94,21,26,20,20,36,62,59,52,86,33,38,56,2]
[22,22,63,29,36,87,73,5,52,11,52,50,1,91,44,49,21,55,54,10,63,68,87,54,3,84,29,15,47,14,68,76,16,37,86,24,82,49,81,26,41,65,57,3,39,63,70,93,3,25,9,36,9,20,86,39,6,16,55,25,35,84,40,82,80,24,3,81,42,17,20,64,34,80,5,51,34,23,95,30,87,57,8,26,65,41,22,31,74,15,18,84,53,43,55,67,91,62,42,97]
[12,56,20,78,29,56,84,87,49,60,67,80,5,16,91,88,13,23,45,96,47,77,28,37,33,48,6,5,17,81,68,43,3,39,18,42,68,5,21,68,83,78,81,30,21,87,19,73,17,60,0,69,23,55,29,13,25,66,13,31,76,75,33,76,9,71,95,37,95,29,50,23,14,94,59,93,23,38,25,24,2,0,51,87,42,50,70,36,27,4,51,0,42,8,12,67,94,4,54,15]
