77,77,15,91,36,81,26,59,59,78,38,59,24,59,91,38,51,3,16,85,96,49,88,75,46,40,93,4,19,70,50,87,13,79,30,55,55,1,30,89,66,62,31,60,32,23,32,58,95,16,7,39,32,20,75,61,82,51,83,3,61,79,42,58,31,0,51,5,45,8,97,56,65,48,2,81,81,85,29,64,64,43,46,38,5,36,19,5,96,96,18,75,5,32,88,0,20,42,89,93
26,33,82,43,63,42,1,1,5,91,41,80,78,24,68,1,3,40,82,96,3,57,13,36,87,64,15,58,59,7,65,96,11,49,61,59,61,38,86,44,46,40,36,49,28,14,43,72,62,40,30,62,64,72,73,6,43,20,20,47,29,96,27,68,78,19,34,95,18,74,38,15,2,69,79,64,35,59,13,15,10,65,74,98,6,78,98,89,45,54,30,76,65,77,35,55,24,60,2,61
54,31,33,44,95,13,41,36,58,89,35,46,36,2,66,49,26,67,23,30,85,45,9,9,92,14,36,40,81,54,64,75,59,93,58,45,32,89,98,54,9,18,45,98,6,39,31,35,44,7,82,19,31,6,21,94,70,39,59,95,62,92,8,73,34,32,51,8,16,32,66,90,90,4,71,22,97,5,96,19,71,66,73,94,52,52,30,94,10,12,76,24,65,99,15,68,61,84,30,7
29,6,74,51,94,8,28,61,34,4,49,46,39,64,5,58,90,64,5,66,8,84,51,52,63,57,51,92,28,89,48,57,26,84,9,75,64,78,50,41,79,3,98,64,89,85,66,11,70,33,14,65,45,49,4,69,97,90,82,68,7,6,80,15,79,41,7,99,58,6,67,37,89,58,76,44,77,32,99,22,8,67,23,28,45,85,54,53,57,61,72,86,24,61,96,3,36,10,77,10
4,96,55,94,33,53,58,7,30,87,6,9,33,47,34,87,23,62,98,11,69,30,56,91,26,16,58,14,96,10,54,50,43,20,48,14,37,25,12,1,69,92,65,58,83,44,30,73,80,14,44,91,15,78,85,86,59,17,51,29,93,41,42,88,74,6,52,31,99,38,7,17,53,21,73,83,55,79,59,79,71,86,84,21,57,76,26,97,75,66,59,91,66,92,45,71,22,62,88,31
37,6,26,24,14,48,50,70,30,99,70,85,97,98,86,13,57,24,44,41,63,16,89,20,35,66,64,36,35,23,92,40,61,20,61,22,70,46,63,78,50,4,85,78,53,26,73,36,85,7,61,25,51,56,71,88,96,76,58,95,12,43,64,1,98,61,68,82,86,35,85,96,73,23,42,35,4,62,2,20,28,0,12,82,26,48,47,7,89,53,59,75,17,4,51,43,75,75,84,53
17,99,40,82,73,96,5,68,73,86,53,79,97,88,37,48,48,60,74,86,42,17,48,45,55,23,79,72,22,82,64,42,29,14,4,57,36,61,45,0,93,58,5,44,74,38,9,62,10,74,88,35,51,81,96,1,62,76,50,50,50,93,88,74,18,48,45,66,77,52,54,28,39,30,76,23,58,59,31,81,48,1,8,36,76,97,51,14,21,72,8,67,82,64,69,25,9,60,50,0
59,93,20,20,60,81,48,52,0,78,63,45,49,49,23,32,21,91,49,61,21,85,11,77,8,19,42,71,89,28,20,47,60,35,75,79,91,25,54,80,98,71,34,61,54,93,49,19,39,1,83,10,45,95,61,39,55,39,63,23,39,27,15,39,6,82,72,2,85,24,70,57,19,23,18,54,78,91,38,37,8,43,16,76,66,96,63,73,31,36,76,82,23,80,51,77,63,75,30,5
94,83,79,81,83,13,65,72,46,53,98,63,89,20,76,60,59,83,85,20,56,81,90,67,8,16,27,63,6,77,94,51,89,70,27,11,30,6,19,54,9,16,0,55,22,40,92,77,61,28,75,14,9,82,76,19,18,52,9,11,91,68,82,29,82,37,92,11,92,5,62,9,44,65,33,63,24,96,2,37,23,46,57,9,0,8,86,78,74,66,55,51,45,85,44,95,79,24,23,65
52,66,96,69,98,98,57,14,77,15,64,10,50,71,26,63,56,54,21,88,84,63,21,73,26,79,95,8,33,35,27,50,8,66,28,81,96,64,80,32,50,85,78,88,57,41,15,94,73,16,84,16,31,87,85,60,81,55,64,93,30,26,50,52,19,40,19,86,29,18,17,37,44,23,66,44,13,89,16,77,23,3,35,15,8,90,90,13,90,48,34,85,38,13,14,81,17,25,28,36
10,74,34,2,45,97,18,78,10,43,68,13,10,10,18,40,66,35,47,14,53,15,25,38,64,7,0,76,91,12,11,50,63,3,25,25,78,61,90,6,19,27,69,96,2,66,6,4,22,48,29,29,62,19,85,54,97,58,36,65,83,9,72,49,67,77,55,32,36,77,12,47,16,33,69,56,92,6,2,95,43,27,3,8,21,32,67,89,96,32,81,12,22,25,23,40,98,95,15,57
13,29,18,6,50,33,13,83,10,75,22,36,54,94,15,9,82,79,46,44,18,47,9,21,12,43,41,77,74,67,19,46,91,16,59,34,81,7,77,43,93,40,18,44,6,71,63,35,9,91,70,39,94,29,2,21,1,68,81,54,40,23,69,99,37,66,63,53,0,83,60,75,65,25,3,43,12,52,56,35,38,8,7,6,85,47,25,18,61,95,40,59,10,84,26,22,82,60,11,4
27,76,63,11,14,91,56,24,79,67,94,63,65,7,78,36,99,9,69,22,97,8,29,85,96,98,82,24,32,13,70,58,56,36,55,56,53,57,17,96,16,29,57,80,90,96,66,22,31,27,92,40,23,16,44,52,53,17,40,86,89,46,88,49,96,5,65,12,52,71,87,59,91,70,60,79,82,94,87,71,9,61,92,92,60,38,97,96,58,45,58,51,71,2,89,66,77,84,88,33
16,38,93,96,59,14,5,7,47,5,46,64,78,23,10,54,4,55,84,12,90,54,26,94,93,89,46,36,63,98,46,22,98,26,27,44,96,53,6,92,26,45,90,21,78,56,2,59,60,58,82,25,74,92,41,86,31,40,94,40,58,77,17,83,12,94,46,87,99,78,79,86,95,23,75,81,48,82,39,89,50,19,70,98,89,95,42,48,4,86,65,86,76,46,27,12,91,42,32,76
36,47,70,61,87,79,53,17,64,19,35,18,52,31,81,24,20,10,39,33,58,96,28,14,16,5,52,1,60,38,79,24,18,39,61,2,64,11,33,37,15,61,92,41,32,26,85,23,66,43,70,90,36,33,94,51,40,94,34,95,93,67,39,63,30,89,49,19,79,46,18,9,17,50,31,62,36,90,96,46,80,40,36,77,66,89,63,57,48,88,7,72,28,45,82,4,23,86,98,22
77,9,56,16,41,31,84,17,6,69,5,95,34,42,81,56,96,57,11,62,29,21,92,14,67,10,30,36,58,75,36,18,72,46,24,54,52,72,82,10,64,83,1,55,47,58,28,50,26,8,3,0,34,44,53,52,68,1,2,27,30,82,2,11,90,17,61,89,17,5,94,70,24,63,59,89,55,82,83,91,96,99,98,83,48,20,54,58,66,79,63,28,84,40,98,37,65,65,67,15
41,86,17,27,60,85,63,43,35,15,24,92,78,29,76,21,19,46,50,8,16,98,19,32,3,53,50,33,71,30,18,36,55,75,0,23,63,82,61,57,11,25,72,83,16,78,22,84,26,7,71,87,44,90,96,14,52,85,50,5,86,61,3,74,84,32,14,73,52,85,86,57,94,83,98,54,10,99,15,1,38,17,79,73,1,18,50,40,94,59,80,83,8,97,49,55,19,0,57,17
17,66,69,33,25,23,48,95,80,47,83,19,38,33,35,12,26,6,91,63,98,25,66,22,99,86,92,47,69,77,67,83,25,10,14,50,7,76,68,28,38,39,66,31,78,15,34,15,73,42,85,74,23,78,42,18,69,21,41,48,34,37,50,72,52,5,77,11,56,29,87,20,56,30,81,24,80,7,89,50,37,7,35,3,62,53,5,11,21,29,7,28,17,50,26,62,77,45,91,81
