25,14,40,24,59,49,91,12,39,93,10,49,51,19,52,16,25,37,50,29,1,54,63,62,71,82,91,37,35,74,34,34,77,57,97,85,8,25,22,99,95,69,8,91,18,67,95,46,75,71,93,95,92,52,27,97,54,40,63,3,17,46,86,37,63,27,19,87,3,58,67,71,22,25,44,63,40,30,52,20,62,78,8,1,36,30,42,58,90,83,84,94,48,80,14,67,43,83,54,26
84,9,8,97,20,17,50,34,14,51,64,3,59,86,24,74,84,58,56,16,71,88,40,13,33,94,31,76,40,59,86,50,76,73,64,28,92,48,66,26,50,30,74,42,53,90,44,58,36,75,37,92,35,11,16,76,42,80,64,95,34,98,35,95,9,78,16,38,94,36,19,5,57,24,23,90,97,16,99,38,47,22,46,49,29,20,28,19,69,18,37,61,74,59,72,49,28,45,2,68
79,15,94,90,64,85,1,91,34,2,96,28,55,89,85,40,27,83,19,31,88,65,50,14,84,80,26,25,82,33,1,81,19,54,71,85,37,31,14,68,6,78,96,6,91,72,81,85,85,12,99,22,89,1,75,41,55,67,9,54,21,59,5,70,41,54,82,30,6,68,46,90,65,94,71,95,7,49,55,43,40,66,98,38,26,25,85,67,68,81,29,80,10,2,11,27,90,89,51,85
9,24,55,85,92,47,88,59,91,87,29,99,63,3,21,42,45,37,19,92,62,7,57,91,58,90,25,91,93,56,65,67,64,78,23,69,47,17,84,46,59,39,62,53,19,9,99,86,44,89,50,83,82,11,58,95,99,4,6,55,55,99,1,66,10,30,97,45,77,40,72,84,59,83,26,48,36,58,62,18,93,62,29,65,7,38,64,80,63,15,67,71,15,53,51,44,10,1,89,53
78,4,14,74,67,11,9,5,13,52,4,79,43,48,28,61,38,7,87,15,88,12,50,98,70,4,46,36,42,22,84,43,51,17,90,90,7,42,12,72,59,52,38,63,89,46,35,20,34,24,27,43,48,94,38,41,67,23,96,82,93,45,37,89,44,55,58,94,91,96,30,52,9,34,0,36,5,20,58,70,76,0,23,63,14,42,11,4,67,17,95,39,27,15,44,0,20,86,52,25
43,50,48,94,67,26,57,73,22,50,10,47,32,55,4,53,57,38,53,78,66,96,68,85,39,48,98,7,48,21,25,67,96,35,52,6,95,76,51,82,24,90,94,78,81,4,82,37,31,37,65,72,43,26,87,38,7,18,5,31,51,38,61,60,64,23,56,19,98,24,28,15,98,97,23,72,59,40,73,25,11,92,54,58,70,24,51,0,78,12,63,16,18,31,15,5,96,71,68,50
83,14,57,60,46,5,27,8,7,0,41,18,96,37,41,7,0,59,70,17,24,91,24,53,32,33,61,88,12,74,30,3,51,81,86,70,99,93,68,11,85,66,61,85,84,68,92,0,93,29,30,68,61,5,26,47,78,84,25,95,89,1,68,5,73,99,34,63,85,94,26,97,88,67,38,89,58,36,85,76,60,99,32,5,97,82,75,17,39,45,56,33,9,39,49,57,83,2,78,81
80,27,23,46,89,55,68,42,18,41,20,49,9,84,67,53,48,12,70,73,76,6,66,54,13,97,41,58,13,16,62,55,28,36,25,41,79,30,90,16,68,24,79,77,30,10,93,34,74,58,52,5,33,71,18,78,38,90,49,26,56,99,62,77,9,74,35,99,22,44,38,31,20,20,48,32,32,92,64,62,27,61,27,25,16,70,86,21,66,78,84,19,95,64,26,83,27,97,57,7
84,61,30,40,53,22,98,83,94,82,65,48,91,15,29,35,96,22,36,36,82,30,26,93,95,55,13,98,46,19,48,90,90,80,99,1,53,72,17,78,57,91,76,56,66,4,50,36,27,71,64,30,31,1,68,61,28,80,96,32,90,78,55,64,87,67,37,88,95,97,82,85,0,33,20,42,92,38,48,75,49,92,96,62,7,75,76,35,25,95,99,91,47,74,86,92,28,68,55,48
19,55,28,39,12,62,27,42,89,16,97,82,16,83,66,78,72,25,28,59,14,8,54,50,38,82,98,79,96,9,58,37,29,26,75,49,72,27,75,77,65,79,96,30,73,18,52,53,9,91,32,60,37,70,69,65,25,34,89,45,17,88,7,63,62,74,35,94,78,0,61,13,84,49,26,3,2,94,4,80,89,67,70,7,91,51,75,32,65,31,14,57,51,54,19,50,0,32,81,95
82,57,36,16,87,98,13,80,91,39,90,73,22,27,60,87,6,93,49,7,22,72,18,52,35,75,73,3,28,40,4,88,5,50,34,57,36,56,99,22,15,53,60,62,78,35,57,17,46,2,95,27,85,58,82,66,40,91,4,64,78,76,73,85,86,83,53,56,84,10,8,36,19,24,24,89,51,94,86,53,94,60,49,59,4,68,31,14,91,58,31,55,50,3,34,65,58,16,86,29
8,25,14,83,34,68,43,76,76,64,58,31,71,32,74,34,16,54,13,61,88,88,99,7,0,14,17,57,17,36,45,29,58,11,31,15,21,5,25,66,45,26,21,18,76,55,43,66,54,29,50,99,58,9,4,84,81,79,29,84,78,1,5,82,3,24,26,4,71,35,26,40,81,31,59,86,58,43,68,95,84,32,36,23,93,88,53,3,63,14,59,51,42,90,76,70,12,43,67,61
45,29,97,76,62,12,97,5,77,49,1,79,35,83,70,6,27,67,39,26,47,13,57,14,80,2,84,12,27,4,99,83,34,5,64,16,87,60,77,97,27,28,33,59,0,43,40,68,41,56,91,15,22,91,33,24,84,86,58,92,54,40,37,45,39,21,85,26,8,7,30,71,67,78,34,20,73,96,95,0,17,9,74,4,58,29,43,46,91,78,54,22,71,82,13,24,80,46,80,20
61,54,65,6,95,54,70,5,84,73,98,47,19,32,95,35,29,57,65,84,61,27,47,74,56,78,64,16,16,9,67,81,38,80,24,75,83,19,62,14,88,22,25,13,6,90,77,55,41,19,45,49,41,15,54,33,40,61,85,80,11,80,96,85,19,94,82,78,32,91,41,83,12,83,72,45,99,3,3,37,43,13,6,94,28,78,28,17,70,43,40,77,2,60,1,76,60,91,15,30
94,44,29,84,86,49,20,96,65,7,90,11,76,18,37,3,62,66,18,28,20,90,53,95,1,17,91,47,25,80,27,88,0,75,8,93,77,32,20,53,41,42,10,3,3,83,60,28,81,46,31,5,72,4,33,5,67,30,25,65,66,23,43,84,90,65,43,99,92,31,52,46,59,96,50,7,95,18,49,43,48,54,93,36,32,9,71,16,61,77,14,69,79,3,94,85,94,12,18,32
45,38,85,28,85,53,32,49,2,91,47,43,37,41,46,34,51,56,71,52,6,29,93,93,16,37,77,4,81,65,29,50,59,50,61,86,62,76,6,88,50,21,27,10,44,69,12,49,77,77,61,24,42,37,59,64,9,27,22,53,45,12,55,80,50,74,51,62,80,79,1,20,93,96,8,21,62,32,55,95,22,17,22,97,87,87,96,39,34,21,63,39,62,24,25,22,5,30,12,65
83,32,12,42,90,17,50,72,27,55,89,38,49,55,1,19,82,85,15,48,28,30,72,55,91,71,63,13,78,59,26,98,68,20,93,48,41,67,77,6,70,98,76,32,40,52,58,69,10,8,14,1,69,26,59,61,85,24,73,91,28,68,40,63,7,72,74,28,93,74,62,96,7,94,5,92,70,3,38,64,28,45,11,24,42,50,14,12,56,30,70,34,83,78,78,81,71,82,96,73
92,35,32,26,27,93,32,62,55,92,8,20,35,2,75,19,72,85,80,21,94,87,87,81,51,28,76,63,33,35,11,79,77,89,15,95,54,91,1,51,79,80,96,48,9,44,30,69,89,55,21,27,42,81,85,47,44,6,75,11,4,3,67,18,64,41,84,8,79,22,47,85,34,26,90,77,62,7,79,38,26,77,50,56,78,73,21,71,6,49,22,90,56,30,83,70,61,98,33,85
11,9,67,30,32,83,79,71,83,26,39,91,80,83,26,45,90,51,50,74,5,33,58,95,91,75,24,35,28,13,88,17,81,48,61,41,37,2,2,89,32,63,22,46,5,23,9,17,79,32,10,89,73,4,1,51,78,16,22,90,85,57,69,41,90,62,65,26,21,7,0,16,84,89,84,93,47,63,56,38,89,81,3,45,66,72,5,38,52,16,81,22,36,86,82,0,93,24,39,97
32,99,27,0,79,99,61,67,24,19,5,13,19,29,55,97,72,41,93,95,58,10,41,26,61,73,45,35,79,31,2,10,99,61,1,60,50,63,84,4,70,86,50,94,13,43,14,36,39,30,26,31,39,99,13,72,68,69,13,54,91,81,63,22,84,90,29,33,69,83,99,28,67,60,79,4,84,23,2,92,40,67,31,86,1,56,38,72,13,59,99,29,46,39,18,67,24,65,59,26
87,92,60,63,97,58,22,88,64,36,73,53,69,57,52,95,4,3,60,76,36,22,94,39,87,45,23,59,91,98,60,24,69,78,27,21,74,3,13,69,80,68,48,85,35,59,53,39,77,45,22,30,1,46,30,73,79,75,89,9,9,26,91,19,26,25,38,79,44,92,59,84,25,77,95,73,62,6,7,58,59,70,74,48,12,4,55,74,62,85,22,17,11,36,72,91,2,81,99,56
38,64,9,29,34,61,94,66,95,29,73,60,99,10,6,96,89,63,30,71,67,63,44,39,95,21,24,55,11,18,71,48,0,39,2,35,76,78,36,19,80,72,23,23,17,73,51,97,57,31,41,76,62,64,47,68,70,28,42,32,58,44,30,79,13,90,54,44,30,21,70,12,75,8,1,10,64,79,1,91,42,17,55,68,4,98,77,42,65,89,30,9,30,11,68,73,31,48,73,13
33,58,24,17,98,52,80,15,25,11,43,34,57,41,25,73,61,7,12,19,2,33,56,79,65,86,4,62,97,6,20,97,32,69,26,78,10,80,51,75,39,91,27,67,71,50,29,36,56,93,10,26,99,44,73,86,87,7,64,15,31,75,81,30,32,50,52,96,72,77,10,26,30,45,75,12,54,32,78,80,74,30,37,27,42,36,28,78,73,52,98,54,57,51,63,28,1,69,73,25
98,51,34,99,43,18,92,15,99,99,44,79,38,91,65,26,69,91,9,34,38,6,58,89,95,67,75,37,38,81,26,31,74,89,50,87,50,63,70,15,39,0,16,29,49,88,60,3,90,1,97,42,3,82,10,27,84,42,43,47,39,44,43,97,31,55,82,34,10,70,28,88,92,71,77,48,50,41,56,83,59,17,18,92,12,26,44,80,86,9,18,35,13,8,92,3,28,93,66,95
96,48,55,70,56,51,43,78,54,18,66,52,35,83,10,30,60,7,13,17,4,51,0,72,24,39,72,5,95,84,23,39,83,77,39,46,41,88,34,72,88,79,46,72,41,84,81,29,7,13,13,28,94,12,21,91,99,71,52,76,74,28,48,49,80,65,4,6,37,67,19,53,49,16,60,94,27,59,21,16,99,44,16,87,45,77,42,40,42,5,24,98,35,48,77,67,63,24,18,4
18,27,77,2,48,81,91,2,64,29,76,64,81,19,25,13,27,97,98,22,6,61,72,29,85,76,51,55,63,57,16,47,10,88,28,87,42,13,12,85,39,64,74,45,15,60,70,46,81,61,10,6,95,47,48,64,32,5,13,33,20,18,59,39,44,39,96,11,62,66,95,65,58,47,89,38,41,6,29,10,35,60,60,88,20,83,71,11,39,58,59,90,19,57,87,96,23,63,82,99
33,66,24,64,20,0,83,24,42,96,23,89,77,83,26,87,98,29,30,74,84,95,13,70,79,80,12,22,53,29,21,62,35,30,18,68,57,19,31,3,51,91,59,51,83,21,8,0,72,17,1,45,30,81,60,33,33,5,13,2,77,44,98,94,59,66,39,95,13,36,5,6,11,56,47,85,2,90,88,30,67,46,76,61,61,23,3,86,45,1,20,54,95,85,99,93,97,26,9,4
64,8,22,10,87,25,89,65,64,23,44,39,66,42,62,4,9,98,78,49,38,32,91,16,18,66,82,19,43,50,77,43,94,55,77,59,70,51,62,1,94,27,55,37,94,55,37,36,66,37,46,32,9,55,87,15,28,34,3,41,14,58,86,61,3,67,90,92,29,66,85,56,17,2,89,40,79,78,11,56,64,36,29,49,65,59,83,87,48,78,88,43,32,34,34,44,71,75,65,58
24,22,52,7,11,89,95,53,8,20,17,52,63,48,98,93,14,79,93,29,38,53,19,73,77,54,95,18,66,64,79,16,94,23,5,12,81,15,36,40,5,91,50,92,43,81,78,99,74,62,7,95,42,84,27,82,64,5,82,38,88,16,43,56,27,52,93,72,16,81,12,9,79,24,28,81,8,37,23,24,82,12,50,31,12,97,32,27,78,73,71,72,29,7,13,88,44,67,64,20
